ChessID	ChessName	ChessRank
20505062	刘繇	3
20505071	皇甫嵩	3
20505072	皇甫嵩	3
20505081	王荣	3
20505082	王荣	3
20505091	王允	3
20505092	王允	3
20505101	陈登	4
20505102	陈登	4
20505111	杨彪	4
20505112	杨彪	4
20505121	万年公主	4
20505122	万年公主	4
20505131	曹节	4
20505132	曹节	4
20505141	何进	5
20505142	何进	5
20505151	张让	5
20505152	张让	5
20505161	唐姬	5
20505162	唐姬	5
20505171	刘辩	6
20505172	刘辩	6
20505181	何太后	6
20505182	何太后	6
20505191	刘宏	6
20505192	刘宏	6
20506011	华雄	1
20506012	华雄	1
20506021	马云騄	1
20506022	马云騄	1
20506031	董白	2
20506032	董白	2
20506041	马休	2
20506042	马休	2
20506051	张横	2
20506052	张横	2
20506061	韩遂	3
20506062	韩遂	3
20506071	马伶俐	3
20506072	马伶俐	3
20506081	段煨	3
20506082	段煨	3
20506091	李傕	3
20506092	李傕	3
20506101	庞德	4
20506102	庞德	4
20506111	董翓	4
20506112	董翓	4
20506121	马铁	4
20506122	马铁	4
20506131	郭汜	4
20506132	郭汜	4
20506141	马岱	5
20506142	马岱	5
20506151	李肃	5
20506152	李肃	5
20506161	马超	5
20506162	马超	5
20506171	樊稠	6
20506172	樊稠	6
20506181	马腾	6
20506182	马腾	6
20506191	徐荣	6
20506192	徐荣	6
20507011	颜良	1
20507012	颜良	1
20507021	桥蕤	1
20507022	桥蕤	1
20507031	文丑	2
20507032	文丑	2
20507041	荀谌	2
20507042	荀谌	2
20507051	雷薄	2
20507052	雷薄	2
20507061	郭图	3
20507062	郭图	3
20507071	逢纪	3
20507072	逢纪	3
20507081	冯妤	3
20507082	冯妤	3
20507091	许攸	3
20507092	许攸	3
20507101	审配	4
20507102	审配	4
20507111	沮授	4
20507112	沮授	4
20507121	杨弘	4
20507122	杨弘	4
20507131	董绾	4
20507132	董绾	4
20507141	韩猛	5
20507142	韩猛	5
20507151	纪灵	5
20507152	纪灵	5
20507161	麹义	5
20507162	麹义	5
20507171	袁绍	6
20507172	袁绍	6
20507181	袁术	6
20507182	袁术	6
20507191	田丰	6
20507192	田丰	6
20508011	陶谦	2
20508012	陶谦	2
20508021	邹氏	2
20508022	邹氏	2
20508031	蔡夫人	2
20508032	蔡夫人	2
20508041	蔡邕	3
20508042	蔡邕	3
20508051	邢道荣	3
20508052	邢道荣	3
20508061	严夫人	3
20508062	严夫人	3
20508071	许贡	3
20508072	许贡	3
20508081	潘凤	4
20508082	潘凤	4
20508091	士燮	4
20508092	士燮	4
20508101	司马徽	4
20508102	司马徽	4
20508111	童渊	4
20508112	童渊	4
20508121	蔡文姬	5
20508122	蔡文姬	5
20508131	韩馥	5
20508132	韩馥	5
20508141	华佗	5
20508142	华佗	5
20508151	祢衡	5
20508152	祢衡	5
20508161	刘表	5
20508162	刘表	5
20508171	于吉	5
20508172	于吉	5
20508181	庞德公	5
20508182	庞德公	5
20508191	黄承彦	5
20508192	黄承彦	5
20508201	贾诩	6
20508202	贾诩	6
20508211	吕布	6
20508212	吕布	6
20508221	南华老仙	6
20508222	南华老仙	6
20508231	许劭	6
20508232	许劭	6
20508241	左慈	6
20508242	左慈	6
20601011	吴兰	1
20601012	吴兰	1
20601021	张星彩	1
20601022	张星彩	1
20601031	关羽	2
20601032	关羽	2
20601041	糜竺	2
20601042	糜竺	2
20601051	刘禅	2
20601052	刘禅	2
20601061	魏延	3
20601062	魏延	3
20601071	廖化	3
20601072	廖化	3
20601081	周仓	3
20601082	周仓	3
20601091	关银屏	3
20601092	关银屏	3
20601101	张飞	4
20601102	张飞	4
20601111	关兴	4
20601112	关兴	4
20601121	赵云	4
20601122	赵云	4
20601131	黄月英	4
20601132	黄月英	4
20601141	徐庶	4
20601142	徐庶	4
20601151	张苞	5
20601152	张苞	5
20601161	黄忠	5
20601162	黄忠	5
20601171	诸葛亮	5
20601172	诸葛亮	5
20601181	庞统	5
20601182	庞统	5
20601191	刘永	6
20601192	刘永	6
20601201	法正	6
20601202	法正	6
20601211	姜维	6
20601212	姜维	6
20601221	雷铜	1
20601222	雷铜	1
20602011	曹休	1
20602012	曹休	1
20602021	夏侯惇	1
20602022	夏侯惇	1
20602031	邓艾	2
20602032	邓艾	2
20602041	夏侯渊	2
20602042	夏侯渊	2
20602051	曹轶	2
20602052	曹轶	2
20602061	薛灵芸	3
20602062	薛灵芸	3
20602071	典韦	3
20602072	典韦	3
20602081	许褚	3
20602082	许褚	3
20602091	徐晃	3
20602092	徐晃	3
20602101	荀彧	4
20602102	荀彧	4
20602111	甄姬	4
20602112	甄姬	4
20602121	曹仁	4
20602122	曹仁	4
20602131	曹昂	4
20602132	曹昂	4
20602141	郭嘉	4
20602142	郭嘉	4
20602151	曹金玉	5
20602152	曹金玉	5
20602161	司马懿	5
20602162	司马懿	5
20602171	张郃	5
20602172	张郃	5
20602181	张辽	5
20602182	张辽	5
20602191	田尚衣	6
20602192	田尚衣	6
20602201	钟会	6
20602202	钟会	6
20602211	戏志才	6
20602212	戏志才	6
20603011	吕蒙	1
20603012	吕蒙	1
20603021	陈武	1
20603022	陈武	1
20603031	陆逊	2
20603032	陆逊	2
20603041	丁奉	2
20603042	丁奉	2
20603051	徐氏	2
20603052	徐氏	2
20603061	葛玄	3
20603062	葛玄	3
20603071	甘宁	3
20603072	甘宁	3
20603081	凌统	3
20603082	凌统	3
20603091	孙茹	3
20603092	孙茹	3
20603101	孙策	4
20603102	孙策	4
20603111	张昭	4
20603112	张昭	4
20603121	张纮	4
20603122	张纮	4
20603131	太史慈	4
20603132	太史慈	4
20603141	鲁肃	4
20603142	鲁肃	4
20603151	徐盛	5
20603152	徐盛	5
20603161	孙坚	5
20603162	孙坚	5
20603171	孙尚香	5
20603172	孙尚香	5
20603181	周泰	5
20603182	周泰	5
20603191	周瑜	6
20603192	周瑜	6
20603201	黄盖	6
20603202	黄盖	6
20603211	周夷	6
20603212	周夷	6
20603221	董袭	1
20603222	董袭	1
20604011	邓茂	1
20604012	邓茂	1
20604021	陶升	1
20604022	陶升	1
20604031	眭固	2
20604032	眭固	2
20604041	严政	2
20604042	严政	2
20604051	程远志	2
20604052	程远志	2
20604061	波才	3
20604062	波才	3
20604071	刘辟	3
20604072	刘辟	3
20604081	张梁	3
20604082	张梁	3
20604091	何曼	3
20604092	何曼	3
20604101	白绕	4
20604102	白绕	4
20604111	裴元绍	4
20604112	裴元绍	4
20604121	张闿	4
20604122	张闿	4
20604131	卜巳	4
20604132	卜巳	4
20604141	马元义	4
20604142	马元义	4
20604151	张燕	5
20604152	张燕	5
20604161	张曼成	5
20604162	张曼成	5
20604171	于毒	5
20604172	于毒	5
20604181	管亥	5
20604182	管亥	5
20604191	张宝	6
20604192	张宝	6
20604201	张楚	6
20604202	张楚	6
20604211	张宁	6
20604212	张宁	6
20605011	卢植	1
20605012	卢植	1
20605021	冯方	1
20605022	冯方	1
20605031	伏完	2
20605032	伏完	2
20605041	董贵人	2
20605042	董贵人	2
20605051	朱儁	2
20605052	朱儁	2
20605061	刘繇	3
20605062	刘繇	3
20605071	皇甫嵩	3
20605072	皇甫嵩	3
20605081	王荣	3
20605082	王荣	3
20605091	郭胜	3
20605092	郭胜	3
20605101	王允	4
20605102	王允	4
20605111	陈登	4
20605112	陈登	4
20605121	杨彪	4
20605122	杨彪	4
20605131	万年公主	4
20605132	万年公主	4
20605141	曹节	4
20605142	曹节	4
20605151	何进	5
20605152	何进	5
20605161	唐姬	5
20605162	唐姬	5
20605171	张让	5
20605172	张让	5
20605181	赵忠	5
20605182	赵忠	5
20605191	刘辩	6
20605192	刘辩	6
20605201	何太后	6
20605202	何太后	6
20605211	刘宏	6
20605212	刘宏	6
20606011	华雄	1
20606012	华雄	1
20606021	马云騄	1
20606022	马云騄	1
20606031	董白	2
20606032	董白	2
20606041	马休	2
20606042	马休	2
20606051	张横	2
20606052	张横	2
20606061	韩遂	3
20606062	韩遂	3
20606071	马伶俐	3
20606072	马伶俐	3
20606081	郭汜	3
20606082	郭汜	3
20606091	张济	3
20606092	张济	3
20606101	庞德	4
20606102	庞德	4
20606111	董翓	4
20606112	董翓	4
20606121	马铁	4
20606122	马铁	4
20606131	段煨	4
20606132	段煨	4
20606141	李傕	4
20606142	李傕	4
20606151	马岱	5
20606152	马岱	5
20606161	李肃	5
20606162	李肃	5
20606171	马超	5
20606172	马超	5
20606181	杨婉	5
20606182	杨婉	5
20606191	樊稠	6
20606192	樊稠	6
20606201	马腾	6
20606202	马腾	6
20606211	徐荣	6
20606212	徐荣	6
20607011	颜良	1
20607012	颜良	1
20607021	荀谌	1
20607022	荀谌	1
20607031	文丑	2
20607032	文丑	2
20607041	雷薄	2
20607042	雷薄	2
20607051	高览	2
20607052	高览	2
20607061	郭图	3
20607062	郭图	3
20607071	逢纪	3
20607072	逢纪	3
20607081	冯妤	3
20607082	冯妤	3
20607091	许攸	3
20607092	许攸	3
20607101	审配	4
20607102	审配	4
20607111	杨弘	4
20607112	杨弘	4
20607121	董绾	4
20607122	董绾	4
20607131	乐就	4
20607132	乐就	4
20607141	袁胤	4
20607142	袁胤	4
20607151	韩猛	5
20607152	韩猛	5
20607161	纪灵	5
20607162	纪灵	5
20607171	麹义	5
20607172	麹义	5
20607181	沮授	5
20607182	沮授	5
20607191	袁绍	6
20607192	袁绍	6
20607201	袁术	6
20607202	袁术	6
20607211	田丰	6
20607212	田丰	6
20608011	陶谦	2
20608012	陶谦	2
20608021	邹氏	2
20608022	邹氏	2
20608031	蔡夫人	2
20608032	蔡夫人	2
20608041	蔡邕	3
20608042	蔡邕	3
20608051	严夫人	3
20608052	严夫人	3
20608061	士燮	3
20608062	士燮	3
20608071	吉平	3
20608072	吉平	3
20608081	潘凤	4
20608082	潘凤	4
20608091	司马徽	4
20608092	司马徽	4
20608101	童渊	4
20608102	童渊	4
20608111	邢道荣	4
20608112	邢道荣	4
20608121	张鲁	4
20608122	张鲁	4
20608131	貂蝉	4
20608132	貂蝉	4
20608141	蔡文姬	5
20608142	蔡文姬	5
20608151	韩馥	5
20608152	韩馥	5
20608161	华佗	5
20608162	华佗	5
20608171	祢衡	5
20608172	祢衡	5
20608181	刘表	5
20608182	刘表	5
20608191	于吉	5
20608192	于吉	5
20608201	庞德公	5
20608202	庞德公	5
20608211	黄承彦	5
20608212	黄承彦	5
20608221	许贡	5
20608222	许贡	5
20608231	贾诩	6
20608232	贾诩	6
20608241	吕布	6
20608242	吕布	6
20608251	南华老仙	6
20608252	南华老仙	6
20608261	许劭	6
20608262	许劭	6
20608271	左慈	6
20608272	左慈	6
20701011	吴兰	1
20701012	吴兰	1
20701021	张星彩	1
20701022	张星彩	1
20701031	关羽	2
20701032	关羽	2
20701041	糜竺	2
20701042	糜竺	2
20701051	刘禅	2
20701052	刘禅	2
20701061	魏延	3
20701062	魏延	3
20701071	廖化	3
20701072	廖化	3
20701081	周仓	3
20701082	周仓	3
20701091	关银屏	3
20701092	关银屏	3
20701101	张飞	4
20701102	张飞	4
20701111	关兴	4
20701112	关兴	4
20701121	赵云	4
20701122	赵云	4
20701131	黄月英	4
20701132	黄月英	4
20701141	徐庶	4
20701142	徐庶	4
20701151	张苞	5
20701152	张苞	5
20701161	黄忠	5
20701162	黄忠	5
20701171	诸葛亮	5
20701172	诸葛亮	5
20701181	庞统	5
20701182	庞统	5
20701191	刘永	6
20701192	刘永	6
20701201	法正	6
20701202	法正	6
20701211	姜维	6
20701212	姜维	6
20701221	秦宓	6
20701222	秦宓	6
20701231	雷铜	1
20701232	雷铜	1
20702011	曹休	1
20702012	曹休	1
20702021	夏侯惇	1
20702022	夏侯惇	1
20702031	邓艾	2
20702032	邓艾	2
20702041	夏侯渊	2
20702042	夏侯渊	2
20702051	曹轶	2
20702052	曹轶	2
20702061	薛灵芸	3
20702062	薛灵芸	3
20702071	典韦	3
20702072	典韦	3
20702081	许褚	3
20702082	许褚	3
20702091	郭嘉	3
20702092	郭嘉	3
20702101	荀彧	4
20702102	荀彧	4
20702111	甄姬	4
20702112	甄姬	4
20702121	曹仁	4
20702122	曹仁	4
20702131	曹昂	4
20702132	曹昂	4
20702141	徐晃	4
20702142	徐晃	4
20702151	曹金玉	5
20702152	曹金玉	5
20702161	司马懿	5
20702162	司马懿	5
20702171	张郃	5
20702172	张郃	5
20702181	张辽	5
20702182	张辽	5
20702191	田尚衣	6
20702192	田尚衣	6
20702201	钟会	6
20702202	钟会	6
20702211	戏志才	6
20702212	戏志才	6
20702221	程昱	6
20702222	程昱	6
20703011	吕蒙	1
20703012	吕蒙	1
20703021	陈武	1
20703022	陈武	1
20703031	陆逊	2
20703032	陆逊	2
20703041	丁奉	2
20703042	丁奉	2
20703051	徐氏	2
20703052	徐氏	2
20703061	葛玄	3
20703062	葛玄	3
20703071	甘宁	3
20703072	甘宁	3
20703081	凌统	3
20703082	凌统	3
20703091	小乔	3
20703092	小乔	3
20703101	孙策	4
20703102	孙策	4
20703111	张昭	4
20703112	张昭	4
20703121	张纮	4
20703122	张纮	4
20703131	太史慈	4
20703132	太史慈	4
20703141	鲁肃	4
20703142	鲁肃	4
20703151	徐盛	5
20703152	徐盛	5
20703161	孙坚	5
20703162	孙坚	5
20703171	孙尚香	5
20703172	孙尚香	5
20703181	大乔	5
20703182	大乔	5
20703191	周瑜	6
20703192	周瑜	6
20703201	黄盖	6
20703202	黄盖	6
20703211	周夷	6
20703212	周夷	6
20703221	周鲂	6
20703222	周鲂	6
20703231	董袭	1
20703232	董袭	1
20704011	邓茂	1
20704012	邓茂	1
20704021	陶升	1
20704022	陶升	1
20704031	眭固	2
20704032	眭固	2
20704041	严政	2
20704042	严政	2
20704051	程远志	2
20704052	程远志	2
20704061	波才	3
20704062	波才	3
20704071	刘辟	3
20704072	刘辟	3
20704081	张梁	3
20704082	张梁	3
20704091	何曼	3
20704092	何曼	3
20704101	白绕	4
20704102	白绕	4
20704111	裴元绍	4
20704112	裴元绍	4
20704121	张闿	4
20704122	张闿	4
20704131	卜巳	4
20704132	卜巳	4
20704141	马元义	4
20704142	马元义	4
20704151	张燕	5
20704152	张燕	5
20704161	张曼成	5
20704162	张曼成	5
20704171	于毒	5
20704172	于毒	5
20704181	管亥	5
20704182	管亥	5
20704191	张宝	6
20704192	张宝	6
20704201	张楚	6
20704202	张楚	6
20704211	张宁	6
20704212	张宁	6
20704221	高升	6
20704222	高升	6
20705011	卢植	1
20705012	卢植	1
20705021	冯方	1
20705022	冯方	1
20705031	伏完	2
20705032	伏完	2
20705041	董贵人	2
20705042	董贵人	2
20705051	朱儁	2
20705052	朱儁	2
20705061	刘繇	3
20705062	刘繇	3
20705071	皇甫嵩	3
20705072	皇甫嵩	3
20705081	王荣	3
20705082	王荣	3
20705091	郭胜	3
20705092	郭胜	3
20705101	王允	4
20705102	王允	4
20705111	陈登	4
20705112	陈登	4
20705121	杨彪	4
20705122	杨彪	4
20705131	万年公主	4
20705132	万年公主	4
20705141	曹节	4
20705142	曹节	4
20705151	何进	5
20705152	何进	5
20705161	唐姬	5
20705162	唐姬	5
20705171	张让	5
20705172	张让	5
20705181	赵忠	5
20705182	赵忠	5
20705191	刘辩	6
20705192	刘辩	6
20705201	何太后	6
20705202	何太后	6
20705211	刘宏	6
20705212	刘宏	6
20705221	董承	6
20705222	董承	6
20706011	华雄	1
20706012	华雄	1
20706021	马云騄	1
20706022	马云騄	1
20706031	董白	2
20706032	董白	2
20706041	马休	2
20706042	马休	2
20706051	张横	2
20706052	张横	2
20706061	韩遂	3
20706062	韩遂	3
20706071	马伶俐	3
20706072	马伶俐	3
20706081	郭汜	3
20706082	郭汜	3
20706091	董絮	3
20706092	董絮	3
20706101	庞德	4
20706102	庞德	4
20706111	董翓	4
20706112	董翓	4
20706121	马铁	4
20706122	马铁	4
20706131	段煨	4
20706132	段煨	4
20706141	李傕	4
20706142	李傕	4
20706151	马岱	5
20706152	马岱	5
20706161	李肃	5
20706162	李肃	5
20706171	马超	5
20706172	马超	5
20706181	杨婉	5
20706182	杨婉	5
20706191	樊稠	6
20706192	樊稠	6
20706201	马腾	6
20706202	马腾	6
20706211	徐荣	6
20706212	徐荣	6
20706221	张济	6
20706222	张济	6
20707011	颜良	1
20707012	颜良	1
20707021	荀谌	1
20707022	荀谌	1
20707031	文丑	2
20707032	文丑	2
20707041	雷薄	2
20707042	雷薄	2
20707051	高览	2
20707052	高览	2
20707061	郭图	3
20707062	郭图	3
20707071	逢纪	3
20707072	逢纪	3
20707081	冯妤	3
20707082	冯妤	3
20707091	许攸	3
20707092	许攸	3
20707101	审配	4
20707102	审配	4
20707111	杨弘	4
20707112	杨弘	4
20707121	淳于琼	4
20707122	淳于琼	4
20707131	乐就	4
20707132	乐就	4
20707141	袁胤	4
20707142	袁胤	4
20707151	韩猛	5
20707152	韩猛	5
20707161	纪灵	5
20707162	纪灵	5
20707171	麹义	5
20707172	麹义	5
20707181	沮授	5
20707182	沮授	5
20707191	袁绍	6
20707192	袁绍	6
20707201	袁术	6
20707202	袁术	6
20707211	田丰	6
20707212	田丰	6
20707221	董绾	6
20707222	董绾	6
20708011	陶谦	2
20708012	陶谦	2
20708021	邹氏	2
20708022	邹氏	2
20708031	蔡夫人	2
20708032	蔡夫人	2
20708041	蔡邕	3
20708042	蔡邕	3
20708051	严夫人	3
20708052	严夫人	3
20708061	士燮	3
20708062	士燮	3
20708071	吉平	3
20708072	吉平	3
20708081	陈珪	3
20708082	陈珪	3
20708091	潘凤	4
20708092	潘凤	4
20708101	司马徽	4
20708102	司马徽	4
20708111	童渊	4
20708112	童渊	4
20708121	邢道荣	4
20708122	邢道荣	4
20708131	张鲁	4
20708132	张鲁	4
20708141	貂蝉	3
20708142	貂蝉	3
20708151	胡车儿	4
20708152	胡车儿	4
20708161	蔡文姬	6
20708162	蔡文姬	6
20708171	韩馥	5
20708172	韩馥	5
20708181	华佗	5
20708182	华佗	5
20708191	祢衡	5
20708192	祢衡	5
20708201	刘表	5
20708202	刘表	5
20708211	于吉	5
20708212	于吉	5
20708221	庞德公	5
20708222	庞德公	5
20708231	黄承彦	5
20708232	黄承彦	5
20708241	管宁	4
20708242	管宁	4
20708251	贾诩	6
20708252	贾诩	6
20708261	吕布	6
20708262	吕布	6
20708271	南华老仙	6
20708272	南华老仙	6
20708281	许劭	6
20708282	许劭	6
20708291	左慈	6
20708292	左慈	6
20708301	来莺儿	5
20708302	来莺儿	5
20708401	城墙	1
20708402	城墙	1
20709011	神张飞	6
20709012	神张飞	6
20709021	神马超	6
20709022	神马超	6
20709031	神司马懿	6
20709032	神司马懿	6
20709041	神陆逊	6
20709042	神陆逊	6
20801011	曹休	1
20801012	曹休	1
20801021	夏侯惇	1
20801022	夏侯惇	1
20801031	邓艾	2
20801032	邓艾	2
20801041	夏侯渊	2
20801042	夏侯渊	2
20801051	曹轶	2
20801052	曹轶	2
20801061	薛灵芸	3
20801062	薛灵芸	3
20801071	典韦	3
20801072	典韦	3
20801081	郭嘉	3
20801082	郭嘉	3
20801091	许褚	3
20801092	许褚	3
20801101	荀彧	4
20801102	荀彧	4
20801111	甄姬	4
20801112	甄姬	4
20801121	曹仁	4
20801122	曹仁	4
20801131	曹昂	4
20801132	曹昂	4
20801141	曹丕	4
20801142	曹丕	4
20801151	曹金玉	5
20801152	曹金玉	5
20801161	司马懿	5
20801162	司马懿	5
20801171	张郃	5
20801172	张郃	5
20801181	张辽	5
20801182	张辽	5
20801191	田尚衣	6
20801192	田尚衣	6
20801201	钟会	6
20801202	钟会	6
20801211	戏志才	6
20801212	戏志才	6
20801221	程昱	6
20801222	程昱	6
20802011	吴兰	1
20802012	吴兰	1
20802021	张星彩	1
20802022	张星彩	1
20802031	关羽	2
20802032	关羽	2
20802041	糜竺	2
20802042	糜竺	2
20802051	刘禅	3
20802052	刘禅	3
20802061	魏延	2
20802062	魏延	2
20802071	廖化	3
20802072	廖化	3
20802081	周仓	3
20802082	周仓	3
20802091	关银屏	4
20802092	关银屏	4
20802101	张飞	4
20802102	张飞	4
20802111	关兴	4
20802112	关兴	4
20802121	赵云	3
20802122	赵云	3
20802131	黄月英	4
20802132	黄月英	4
20802141	徐庶	4
20802142	徐庶	4
20802151	张苞	5
20802152	张苞	5
20802161	黄忠	5
20802162	黄忠	5
20802171	诸葛亮	5
20802172	诸葛亮	5
20802181	庞统	5
20802182	庞统	5
20802191	刘永	6
20802192	刘永	6
20802201	法正	6
20802202	法正	6
20802211	姜维	6
20802212	姜维	6
20802221	秦宓	6
20802222	秦宓	6
20802231	雷铜	1
20802232	雷铜	1
20803011	吕蒙	1
20803012	吕蒙	1
20803021	陈武	1
20803022	陈武	1
20803031	陆逊	2
20803032	陆逊	2
20803041	程普	2
20803042	程普	2
20803051	丁奉	2
20803052	丁奉	2
20803061	凌统	3
20803062	凌统	3
20803071	黄盖	3
20803072	黄盖	3
20803081	葛玄	3
20803082	葛玄	3
20803091	周善	3
20803092	周善	3
20803101	徐盛	4
20803102	徐盛	4
20803111	甘宁	4
20803112	甘宁	4
20803121	太史慈	4
20803122	太史慈	4
20803131	孙尚香	5
20803132	孙尚香	5
20803141	张昭	4
20803142	张昭	4
20803151	孙坚	5
20803152	孙坚	5
20803161	大乔	4
20803162	大乔	4
20803171	鲁肃	5
20803172	鲁肃	5
20803181	周瑜	6
20803182	周瑜	6
20803191	孙策	6
20803192	孙策	6
20803201	小乔	6
20803202	小乔	6
20803211	韩当	6
20803212	韩当	6
20803221	孙翊	5
20803222	孙翊	5
20803231	董袭	1
20803232	董袭	1
20803241	火船	1
20803242	火船	1
20804011	邓茂	1
20804012	邓茂	1
20804021	陶升	1
20804022	陶升	1
20804031	眭固	2
20804032	眭固	2
20804041	严政	2
20804042	严政	2
20804051	程远志	2
20804052	程远志	2
20804061	波才	3
20804062	波才	3
20804071	刘辟	3
20804072	刘辟	3
20804081	张梁	3
20804082	张梁	3
20804091	何曼	3
20804092	何曼	3
20804101	白绕	4
20804102	白绕	4
20804111	裴元绍	4
20804112	裴元绍	4
20804121	张闿	4
20804122	张闿	4
20804131	卜巳	4
20804132	卜巳	4
20804141	马元义	4
20804142	马元义	4
20804151	张燕	5
20804152	张燕	5
20804161	张曼成	5
20804162	张曼成	5
20804171	于毒	5
20804172	于毒	5
20804181	管亥	5
20804182	管亥	5
20804191	张宝	6
20804192	张宝	6
20804201	张楚	6
20804202	张楚	6
20804211	张宁	6
20804212	张宁	6
20804221	高升	6
20804222	高升	6
20805011	卢植	1
20805012	卢植	1
20805021	冯方	1
20805022	冯方	1
20805031	伏完	2
20805032	伏完	2
20805041	董贵人	2
20805042	董贵人	2
20805051	朱儁	2
20805052	朱儁	2
20805061	刘繇	3
20805062	刘繇	3
20805071	王荣	3
20805072	王荣	3
20805081	郭胜	3
20805082	郭胜	3
20805091	王允	3
20805092	王允	3
20805101	皇甫嵩	4
20805102	皇甫嵩	4
20805111	陈登	4
20805112	陈登	4
20805121	杨彪	4
20805122	杨彪	4
20805131	万年公主	4
20805132	万年公主	4
20805141	曹节	4
20805142	曹节	4
20805151	何进	5
20805152	何进	5
20805161	唐姬	5
20805162	唐姬	5
20805171	张让	5
20805172	张让	5
20805181	赵忠	5
20805182	赵忠	5
20805191	刘辩	6
20805192	刘辩	6
20805201	何太后	6
20805202	何太后	6
20805211	刘宏	6
20805212	刘宏	6
20805221	董承	6
20805222	董承	6
20806011	马云騄	1
20806012	马云騄	1
20806021	段煨	1
20806022	段煨	1
20806031	董白	2
20806032	董白	2
20806041	马休	2
20806042	马休	2
20806051	张横	2
20806052	张横	2
20806061	韩遂	3
20806062	韩遂	3
20806071	马伶俐	3
20806072	马伶俐	3
20806081	郭汜	3
20806082	郭汜	3
20806091	董翓	3
20806092	董翓	3
20806101	华雄	4
20806102	华雄	4
20806111	董絮	4
20806112	董絮	4
20806121	庞德	4
20806122	庞德	4
20806131	张济	4
20806132	张济	4
20806141	杨婉	4
20806142	杨婉	4
20806151	李傕	5
20806152	李傕	5
20806161	马岱	5
20806162	马岱	5
20806171	李肃	5
20806172	李肃	5
20806181	马超	5
20806182	马超	5
20806191	马铁	6
20806192	马铁	6
20806201	樊稠	6
20806202	樊稠	6
20806211	马腾	6
20806212	马腾	6
20806221	徐荣	6
20806222	徐荣	6
20807011	颜良	1
20807012	颜良	1
20807021	桥蕤	1
20807022	桥蕤	1
20807031	文丑	2
20807032	文丑	2
20807041	雷薄	2
20807042	雷薄	2
20807051	高览	2
20807052	高览	2
20807061	冯妤	3
20807062	冯妤	3
20807071	许攸	3
20807072	许攸	3
20807081	审配	3
20807082	审配	3
20807091	纪灵	3
20807092	纪灵	3
20807101	杨弘	4
20807102	杨弘	4
20807111	乐就	4
20807112	乐就	4
20807121	袁胤	4
20807122	袁胤	4
20807131	淳于琼	4
20807132	淳于琼	4
20807141	逢纪	4
20807142	逢纪	4
20807151	郭图	5
20807152	郭图	5
20807161	韩猛	5
20807162	韩猛	5
20807171	麹义	5
20807172	麹义	5
20807181	沮授	5
20807182	沮授	5
20807191	袁绍	6
20807192	袁绍	6
20807201	袁术	6
20807202	袁术	6
20807211	田丰	6
20807212	田丰	6
20807221	董绾	6
20807222	董绾	6
20808011	陶谦	2
20808012	陶谦	2
20808021	邹氏	2
20808022	邹氏	2
20808031	蔡夫人	2
20808032	蔡夫人	2
20808041	蔡邕	3
20808042	蔡邕	3
20808051	严夫人	3
20808052	严夫人	3
20808061	士燮	3
20808062	士燮	3
20808071	吉平	3
20808072	吉平	3
20808081	陈珪	3
20808082	陈珪	3
20808091	貂蝉	3
20808092	貂蝉	3
20808101	潘凤	4
20808102	潘凤	4
20808111	司马徽	4
20808112	司马徽	4
20808121	童渊	4
20808122	童渊	4
20808131	邢道荣	4
20808132	邢道荣	4
20808141	张鲁	4
20808142	张鲁	4
20808151	胡车儿	4
20808152	胡车儿	4
20808161	管宁	4
20808162	管宁	4
20808171	韩馥	5
20808172	韩馥	5
20808181	华佗	5
20808182	华佗	5
20808191	祢衡	5
20808192	祢衡	5
20808201	刘表	5
20808202	刘表	5
20808211	于吉	5
20808212	于吉	5
20808221	庞德公	5
20808222	庞德公	5
20808231	黄承彦	5
20808232	黄承彦	5
20808241	来莺儿	5
20808242	来莺儿	5
20808251	贾诩	6
20808252	贾诩	6
20808261	吕布	6
20808262	吕布	6
20808271	南华老仙	6
20808272	南华老仙	6
20808281	许劭	6
20808282	许劭	6
20808291	左慈	6
20808292	左慈	6
20808301	蔡文姬	6
20808302	蔡文姬	6
20901011	曹休	1
20901012	曹休	1
20901021	夏侯惇	1
20901022	夏侯惇	1
20901031	邓艾	2
20901032	邓艾	2
20901041	夏侯渊	2
20901042	夏侯渊	2
20901051	曹轶	2
20901052	曹轶	2
20901061	薛灵芸	3
20901062	薛灵芸	3
20901071	典韦	3
20901072	典韦	3
20901081	郭嘉	3
20901082	郭嘉	3
20901091	许褚	3
20901092	许褚	3
20901101	荀彧	4
20901102	荀彧	4
20901111	甄姬	4
20901112	甄姬	4
20901121	曹仁	4
20901122	曹仁	4
20901131	曹昂	4
20901132	曹昂	4
20901141	戏志才	4
20901142	戏志才	4
20901151	曹金玉	5
20901152	曹金玉	5
20901161	司马懿	5
20901162	司马懿	5
20901171	张郃	5
20901172	张郃	5
20901181	张辽	5
20901182	张辽	5
20901191	田尚衣	6
20901192	田尚衣	6
20901201	钟会	6
20901202	钟会	6
20901211	程昱	6
20901212	程昱	6
20901221	曹丕	6
20901222	曹丕	6
20902011	张星彩	1
20902012	张星彩	1
20902021	关银屏	1
20902022	关银屏	1
20902031	关羽	2
20902032	关羽	2
20902041	糜竺	2
20902042	糜竺	2
20902051	魏延	2
20902052	魏延	2
20902061	刘禅	3
20902062	刘禅	3
20902071	廖化	3
20902072	廖化	3
20902081	周仓	3
20902082	周仓	3
